Azam Associates,Upper Portion,PKR4.75 Crore,"North Nazimabad, Karachi, Sindh",440 Sq. Yd.,For Sale,Karachi,+92 3162325052
HRY Builders & Developer,Upper Portion,PKR18 Lakh,"Nazimabad, Karachi, Sindh",50 Sq. Yd.,For Sale,Karachi,+92 3088254464
Subhan Associates,Upper Portion,PKR1.25 Crore,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3321536919
Abdullah Real Estate,Upper Portion,PKR2.8 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3315959478
Umer Builders & Realtors,Upper Portion,PKR2.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3468278635
Abdullah Edhi,Lower Portion,PKR4 Crore,"Khalid Bin Walid Road, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3379646964
Karsaz Estate,Upper Portion,PKR1.45 Crore,"Jamshed Town, Karachi, Sindh",161 Sq. Yd.,For Sale,Karachi,+92 3188817992
Al Hammad Associates,Lower Portion,PKR1.6 Crore,"North Nazimabad, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3492989700
J. K Enterprises,Upper Portion,PKR3.4 Crore,"Clifton, Karachi, Sindh",256 Sq. Yd.,For Sale,Karachi,+92 3002079603
Al Khubaib Real Estate,Upper Portion,PKR3.1 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",167 Sq. Yd.,For Sale,Karachi,+92 3159015122
Masha Allah Real Estate,Lower Portion,PKR55 Lakh,"Malir, Karachi, Sindh",88 Sq. Yd.,For Sale,Karachi,+92 3166114730
Al Syed Real Estate Consultant,Upper Portion,PKR98 Lakh,"North Nazimabad, Karachi, Sindh",130 Sq. Yd.,For Sale,Karachi,+92 3183063457
Al Syed Real Estate Consultant,Lower Portion,PKR1.8 Crore,"North Nazimabad, Karachi, Sindh",256 Sq. Yd.,For Sale,Karachi,+92 3410535157
Dua Real Estate,Lower Portion,PKR3.4 Crore,"Clifton, Karachi, Sindh",189 Sq. Yd.,For Sale,Karachi,+92 3030270121
Hanif Estate,Upper Portion,PKR90 Lakh,"North Nazimabad, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3089127336
Falcon Builders,Upper Portion,PKR1.05 Crore,"Defence View Society, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3168920893
Zahid Estate,Lower Portion,PKR1.8 Crore,"North Nazimabad, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3231332661
Dua Real Estate,Lower Portion,PKR3.4 Crore,"Clifton, Karachi, Sindh",189 Sq. Yd.,For Sale,Karachi,+92 3052148892
Hanif Estate,Upper Portion,PKR90 Lakh,"North Nazimabad, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3286754114
Estate Enterprises,Upper Portion,PKR2.97 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",400 Sq. Yd.,For Sale,Karachi,+92 3300689209
Estate Enterprises,Upper Portion,PKR2.16 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",280 Sq. Yd.,For Sale,Karachi,+92 3361006708
Estate Enterprises,Lower Portion,PKR2.16 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",280 Sq. Yd.,For Sale,Karachi,+92 3454034506
Estate Enterprises,Lower Portion,PKR3.51 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",400 Sq. Yd.,For Sale,Karachi,+92 3138550495
7th Galaxies Real Estate,Lower Portion,PKR3.1 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",400 Sq. Yd.,For Sale,Karachi,+92 3238690409
Rao Estate & Builders,Upper Portion,PKR58 Lakh,"Malir, Karachi, Sindh",139 Sq. Yd.,For Sale,Karachi,+92 3150628804
Property Hub,Upper Portion,PKR1.65 Crore,"North Nazimabad, Karachi, Sindh",180 Sq. Yd.,For Sale,Karachi,+92 3156818533
Burki Estate & Marketing,Upper Portion,PKR2.75 Crore,"Jamshed Town, Karachi, Sindh",171 Sq. Yd.,For Sale,Karachi,+92 3309381229
Shah Real Estate,Upper Portion,PKR1.1 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3284981302
Shahan's Property Dealer,Upper Portion,PKR1.4 Crore,"Scheme 33, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3238967029
Shahan's Property Dealer,Upper Portion,PKR1.5 Crore,"Scheme 33, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3493464488
Creative Marketing,Upper Portion,PKR1.75 Crore,"North Nazimabad, Karachi, Sindh",256 Sq. Yd.,For Sale,Karachi,+92 3008024741
Siyal Enterprises,Upper Portion,PKR2.6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",400 Sq. Yd.,For Sale,Karachi,+92 3302448850
Siyal Enterprises,Upper Portion,PKR2.6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3461115242
Siyal Enterprises,Upper Portion,PKR2 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3299302299
Property Bank,Upper Portion,PKR65 Lakh,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3061755726
Property Bank,Lower Portion,PKR95 Lakh,"Scheme 33, Karachi, Sindh",165 Sq. Yd.,For Sale,Karachi,+92 3219582993
Property Bank,Lower Portion,PKR65 Lakh,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3393421827
Adil Real Estate,Upper Portion,PKR80 Lakh,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3077528924
Adil Real Estate,Upper Portion,PKR1.15 Crore,"Federal B Area, Karachi, Sindh",130 Sq. Yd.,For Sale,Karachi,+92 3488427995
Property Bank,Upper Portion,PKR83 Lakh,"Federal B Area, Karachi, Sindh",125 Sq. Yd.,For Sale,Karachi,+92 3407414402
United Estate,Lower Portion,PKR3.5 Crore,"Jamshed Town, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3158082756
Al Hammad Associates,Lower Portion,PKR1.35 Crore,"North Nazimabad, Karachi, Sindh",165 Sq. Yd.,For Sale,Karachi,+92 3478398565
Rafiq Real Estate,Lower Portion,PKR4.25 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3001035868
Rafiq Real Estate,Lower Portion,PKR4 Crore,"Hill Park, Karachi, Sindh",222 Sq. Yd.,For Sale,Karachi,+92 3204819328
Rafiq Real Estate,Lower Portion,PKR4 Crore,"Hill Park, Karachi, Sindh",222 Sq. Yd.,For Sale,Karachi,+92 3263674473
Dawn Estate Service,Upper Portion,PKR1.15 Crore,"Jamshed Town, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3313470830
Dawn Estate Service,Upper Portion,PKR1.15 Crore,"Jamshed Town, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3059461155
Zeenat Associates,Upper Portion,PKR1.95 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3337282006
AR Associates,Upper Portion,PKR1.1 Crore,"North Karachi, Karachi, Sindh",130 Sq. Yd.,For Sale,Karachi,+92 3305719614
A & D Property,Upper Portion,PKR1.15 Crore,"Nazimabad, Karachi, Sindh",156 Sq. Yd.,For Sale,Karachi,+92 3144067878
Satarson Properties,Upper Portion,PKR5 Crore,"KDA Scheme 1, Karachi, Sindh",278 Sq. Yd.,For Sale,Karachi,+92 3373582793
MUNIR REAL ESTATE,Upper Portion,PKR80 Lakh,"North Karachi, Karachi, Sindh",900 Sq. Yd.,For Sale,Karachi,+92 3173247479
Dawn Estate Service,Upper Portion,PKR1.15 Crore,"Jamshed Town, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3403104718
Dawn Estate Service,Upper Portion,PKR1.15 Crore,"Jamshed Town, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3279850632
Royal Builder,Upper Portion,PKR62 Lakh,"Federal B Area, Karachi, Sindh",78 Sq. Yd.,For Sale,Karachi,+92 3191683048
Imran Estate,Upper Portion,PKR1.1 Crore,"North Nazimabad, Karachi, Sindh",150 Sq. Yd.,For Sale,Karachi,+92 3418835371
Bin Rauf Enterprises,Upper Portion,PKR1.6 Crore,"North Nazimabad, Karachi, Sindh",233 Sq. Yd.,For Sale,Karachi,+92 3412756440
Bin Rauf Enterprises,Upper Portion,PKR1.8 Crore,"North Nazimabad, Karachi, Sindh",233 Sq. Yd.,For Sale,Karachi,+92 3122511470
Bin Rauf Enterprises,Upper Portion,PKR1.25 Crore,"North Nazimabad, Karachi, Sindh",150 Sq. Yd.,For Sale,Karachi,+92 3152956084
Sakhi Group,Upper Portion,PKR1.2 Crore,"Scheme 33, Karachi, Sindh",220 Sq. Yd.,For Sale,Karachi,+92 3151772350
Cambridge Real Estate,Upper Portion,PKR2.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3364820900
D Real Estate  Property Consultant,Upper Portion,PKR55 Lakh,"Nazimabad, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3300067798
Property Bank,Upper Portion,PKR48 Lakh,"Federal B Area, Karachi, Sindh",60 Sq. Yd.,For Sale,Karachi,+92 3042078022
Royal Builder,Upper Portion,PKR62 Lakh,"Federal B Area, Karachi, Sindh",78 Sq. Yd.,For Sale,Karachi,+92 3266616649
Imran Estate,Upper Portion,PKR1.1 Crore,"North Nazimabad, Karachi, Sindh",150 Sq. Yd.,For Sale,Karachi,+92 3275625953
Shah Real Estate,Upper Portion,PKR2.55 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3336793893
Shah Real Estate,Upper Portion,PKR2.8 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3300768773
Shah Real Estate,Upper Portion,PKR85 Lakh,"Gulshan-e-Iqbal Town, Karachi, Sindh",144 Sq. Yd.,For Sale,Karachi,+92 3104423535
Alhamd Property Links,Upper Portion,PKR1.25 Crore,"Nazimabad, Karachi, Sindh",145 Sq. Yd.,For Sale,Karachi,+92 3423303694
Alhamd Property Links,Upper Portion,PKR86 Lakh,"Nazimabad, Karachi, Sindh",130 Sq. Yd.,For Sale,Karachi,+92 3425008688
AR Associates,Upper Portion,PKR1.05 Crore,"North Nazimabad, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3453495879
AR Associates,Upper Portion,PKR1.65 Crore,"North Nazimabad, Karachi, Sindh",233 Sq. Yd.,For Sale,Karachi,+92 3329769731
AR Associates,Upper Portion,PKR2.1 Crore,"North Nazimabad, Karachi, Sindh",250 Sq. Yd.,For Sale,Karachi,+92 3360897652
Naeem Corporation,Upper Portion,PKR1.2 Crore,"North Nazimabad, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3237046881
Shah Real Estate,Upper Portion,PKR2.55 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3227823603
Zameer Enterprises & Property Estate,Lower Portion,PKR95 Lakh,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3058019786
Kelker Realtor  Builder,Lower Portion,PKR3.65 Crore,"Tariq Road, Karachi, Sindh",220 Sq. Yd.,For Sale,Karachi,+92 3257030544
3 Star Real Estate,Upper Portion,PKR1.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",256 Sq. Yd.,For Sale,Karachi,+92 3133991134
The Empire Associates,Upper Portion,PKR2.9 Crore,"North Nazimabad, Karachi, Sindh",280 Sq. Yd.,For Sale,Karachi,+92 3484296746
Rafiq Real Estate,Upper Portion,PKR2.6 Crore,"Amir Khusro, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3134071506
Zameer Enterprises & Property Estate,Lower Portion,PKR95 Lakh,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3276154319
D Real Estate  Property Consultant,Upper Portion,PKR55 Lakh,"Nazimabad, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3240317571
Icon Associates,Upper Portion,PKR86 Lakh,"Nazimabad, Karachi, Sindh",111 Sq. Yd.,For Sale,Karachi,+92 3021392859
UA Real Estate & Builders,Upper Portion,PKR1.15 Crore,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3141032376
Kelker Realtor  Builder,Lower Portion,PKR4 Crore,"Bath Island, Karachi, Sindh",244 Sq. Yd.,For Sale,Karachi,+92 3233974281
Asif Associates,Upper Portion,PKR2.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3207206636
Asif Associates,Upper Portion,PKR2.25 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3276801886
Asif Associates,Lower Portion,PKR2.35 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3468732298
Karachi Estate,Upper Portion,PKR85 Lakh,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3152015780
Masha Allah Associate And Marketing,Upper Portion,PKR2.4 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3030836960
Masha Allah Associate And Marketing,Lower Portion,PKR1.7 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",160 Sq. Yd.,For Sale,Karachi,+92 3293073663
Grow More Investments,Lower Portion,PKR2 Crore,"North Nazimabad, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3219610504
Grow More Investments,Upper Portion,PKR1.4 Crore,"North Nazimabad, Karachi, Sindh",125 Sq. Yd.,For Sale,Karachi,+92 3116118777
Hamza Realtors,Upper Portion,PKR1.35 Crore,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3408312425
UA Real Estate & Builders,Upper Portion,PKR1.15 Crore,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3126816217
Nasma Properties,Upper Portion,PKR1.85 Crore,"North Nazimabad, Karachi, Sindh",220 Sq. Yd.,For Sale,Karachi,+92 3105165897
Asif Associates,Upper Portion,PKR2.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3309163835
Asif Associates,Upper Portion,PKR2.25 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3149290624
Asif Associates,Lower Portion,PKR2.35 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3142550777
Al Hammad Associates,Lower Portion,PKR2.15 Crore,"North Nazimabad, Karachi, Sindh",233 Sq. Yd.,For Sale,Karachi,+92 3386729024
Al Hammad Associates,Lower Portion,PKR1.3 Crore,"North Nazimabad, Karachi, Sindh",150 Sq. Yd.,For Sale,Karachi,+92 3406350761
Nasma Properties,Upper Portion,PKR1.85 Crore,"North Nazimabad, Karachi, Sindh",220 Sq. Yd.,For Sale,Karachi,+92 3036400546
Al Hammad Associates,Lower Portion,PKR2.15 Crore,"North Nazimabad, Karachi, Sindh",233 Sq. Yd.,For Sale,Karachi,+92 3461927259
Faha Enterprises,Upper Portion,PKR1.15 Crore,"North Nazimabad, Karachi, Sindh",133 Sq. Yd.,For Sale,Karachi,+92 3436814205
Faha Enterprises,Upper Portion,PKR1.13 Crore,"North Nazimabad, Karachi, Sindh",135 Sq. Yd.,For Sale,Karachi,+92 3424649741
Sirjee Associates,Lower Portion,PKR5 Crore,"Tariq Road, Karachi, Sindh",211 Sq. Yd.,For Sale,Karachi,+92 3299239161
Alina Associates,Upper Portion,PKR2.6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3426410107
Al Qamar Real Estate,Upper Portion,PKR65 Lakh,"North Karachi, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3287587541
Shaheer Estate,Upper Portion,PKR1.2 Crore,"Jamshed Town, Karachi, Sindh",94 Sq. Yd.,For Sale,Karachi,+92 3391733891
Al Falah Properties,Upper Portion,PKR70 Lakh,"Gulshan-e-Iqbal Town, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3183742377
Al Falah Properties,Upper Portion,PKR65 Lakh,"Gulshan-e-Iqbal Town, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3353937029
Al Falah Properties,Upper Portion,PKR65 Lakh,"Gulshan-e-Iqbal Town, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3075133702
Al Falah Properties,Upper Portion,PKR70 Lakh,"Gulshan-e-Iqbal Town, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3332113960
Al Falah Properties,Upper Portion,PKR70 Lakh,"Gulshan-e-Iqbal Town, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3268983224
Wasim Estates,Upper Portion,PKR1.3 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",125 Sq. Yd.,For Sale,Karachi,+92 3425038768
Estate Enterprises,Upper Portion,PKR1.98 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3360750126
99 The Real Estate,Lower Portion,PKR62 Lakh,"Dastgir Colony, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3354115641
Al Qamar Real Estate,Upper Portion,PKR65 Lakh,"North Karachi, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3173638795
ATA Associates,Lower Portion,PKR1.25 Crore,"North Nazimabad, Karachi, Sindh",165 Sq. Yd.,For Sale,Karachi,+92 3002527856
AF Associates,Upper Portion,PKR3.1 Crore,"Khalid Bin Walid Road, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3265785246
Right Key Real Estate & Builders,Upper Portion,PKR1.7 Crore,"North Karachi, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3200719132
Estate Enterprises,Upper Portion,PKR2.7 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",350 Sq. Yd.,For Sale,Karachi,+92 3015521514
Umer Builders & Realtors,Upper Portion,PKR2.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",220 Sq. Yd.,For Sale,Karachi,+92 3216444778
Umer Builders & Realtors,Upper Portion,PKR1.85 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3215304178
Umer Builders & Realtors,Upper Portion,PKR1.75 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3229992315
Estate Enterprises,Lower Portion,PKR2.25 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3464040284
99 The Real Estate,Upper Portion,PKR75 Lakh,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3481520028
99 The Real Estate,Upper Portion,PKR60 Lakh,"Federal B Area, Karachi, Sindh",83 Sq. Yd.,For Sale,Karachi,+92 3363754406
Guru Marketing,Lower Portion,PKR1.9 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3489862730
Estate Enterprises,Upper Portion,PKR2.7 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",350 Sq. Yd.,For Sale,Karachi,+92 3440587675
Umer Builders & Realtors,Upper Portion,PKR2.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",220 Sq. Yd.,For Sale,Karachi,+92 3450024881
Umer Builders & Realtors,Upper Portion,PKR1.85 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3366352201
Umer Builders & Realtors,Upper Portion,PKR1.75 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3192219138
Faha Enterprises,Upper Portion,PKR1.1 Crore,"North Nazimabad, Karachi, Sindh",135 Sq. Yd.,For Sale,Karachi,+92 3443862760
Faha Enterprises,Lower Portion,PKR1.6 Crore,"North Nazimabad, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3041912250
Faha Enterprises,Upper Portion,PKR70 Lakh,"Malir, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3417927699
Faha Enterprises,Lower Portion,PKR1.95 Crore,"North Nazimabad, Karachi, Sindh",190 Sq. Yd.,For Sale,Karachi,+92 3401011938
Faha Enterprises,Upper Portion,PKR2.24 Crore,"North Nazimabad, Karachi, Sindh",230 Sq. Yd.,For Sale,Karachi,+92 3365377313
Ausaaf Marketing,Upper Portion,PKR82 Lakh,"Shah Faisal Town, Karachi, Sindh",117 Sq. Yd.,For Sale,Karachi,+92 3349603485
Al Imran Associate,Lower Portion,PKR98 Lakh,"Gulistan-e-Jauhar, Karachi, Sindh",140 Sq. Yd.,For Sale,Karachi,+92 3099198252
Estate Enterprises,Lower Portion,PKR3.33 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",400 Sq. Yd.,For Sale,Karachi,+92 3189349988
Sarah Associates,Upper Portion,PKR1.15 Crore,"North Nazimabad, Karachi, Sindh",185 Sq. Yd.,For Sale,Karachi,+92 3190395677
Galaxy Estate,Upper Portion,PKR1.2 Crore,"Nazimabad, Karachi, Sindh",144 Sq. Yd.,For Sale,Karachi,+92 3014735856
Nasma Properties,Upper Portion,PKR1.85 Crore,"North Nazimabad, Karachi, Sindh",220 Sq. Yd.,For Sale,Karachi,+92 3404978539
Shaheer Estate,Upper Portion,PKR1.2 Crore,"Jamshed Town, Karachi, Sindh",94 Sq. Yd.,For Sale,Karachi,+92 3248848477
Shaheer Estate,Upper Portion,PKR1.2 Crore,"Jamshed Town, Karachi, Sindh",94 Sq. Yd.,For Sale,Karachi,+92 3180630249
Faha Enterprises,Upper Portion,PKR1.15 Crore,"North Nazimabad, Karachi, Sindh",133 Sq. Yd.,For Sale,Karachi,+92 3040014592
Faha Enterprises,Upper Portion,PKR1.13 Crore,"North Nazimabad, Karachi, Sindh",135 Sq. Yd.,For Sale,Karachi,+92 3443911631
Sirjee Associates,Lower Portion,PKR5 Crore,"Tariq Road, Karachi, Sindh",211 Sq. Yd.,For Sale,Karachi,+92 3420275442
Al Qamar Real Estate,Upper Portion,PKR65 Lakh,"North Karachi, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3223998249
Umer Builders & Realtors,Upper Portion,PKR2.45 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",400 Sq. Yd.,For Sale,Karachi,+92 3019301010
Wasim Estates,Upper Portion,PKR1.3 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",125 Sq. Yd.,For Sale,Karachi,+92 3305280794
Faha Enterprises,Upper Portion,PKR1.15 Crore,"North Nazimabad, Karachi, Sindh",133 Sq. Yd.,For Sale,Karachi,+92 3176835887
Faha Enterprises,Upper Portion,PKR1.13 Crore,"North Nazimabad, Karachi, Sindh",135 Sq. Yd.,For Sale,Karachi,+92 3305707603
Sirjee Associates,Lower Portion,PKR5 Crore,"Tariq Road, Karachi, Sindh",211 Sq. Yd.,For Sale,Karachi,+92 3419980177
Alina Associates,Upper Portion,PKR2.6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3010605375
Ausaaf Marketing,Upper Portion,PKR82 Lakh,"Shah Faisal Town, Karachi, Sindh",117 Sq. Yd.,For Sale,Karachi,+92 3447176530
ATA Associates,Lower Portion,PKR1.25 Crore,"North Nazimabad, Karachi, Sindh",165 Sq. Yd.,For Sale,Karachi,+92 3372943510
AF Associates,Upper Portion,PKR3.1 Crore,"Khalid Bin Walid Road, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3083813293
Right Key Real Estate & Builders,Upper Portion,PKR1.7 Crore,"North Karachi, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3060846060
Estate Enterprises,Upper Portion,PKR2.7 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",350 Sq. Yd.,For Sale,Karachi,+92 3124289504
Umer Builders & Realtors,Upper Portion,PKR2.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",220 Sq. Yd.,For Sale,Karachi,+92 3070167951
Umer Builders & Realtors,Upper Portion,PKR1.85 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3183458226
Umer Builders & Realtors,Upper Portion,PKR1.75 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3280874705
99 The Real Estate,Upper Portion,PKR75 Lakh,"Federal B Area, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3398665989
99 The Real Estate,Upper Portion,PKR60 Lakh,"Federal B Area, Karachi, Sindh",83 Sq. Yd.,For Sale,Karachi,+92 3376998264
Guru Marketing,Lower Portion,PKR1.9 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,For Sale,Karachi,+92 3009696284
Properteers,Lower Portion,PKR2.4 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",300 Sq. Yd.,For Sale,Karachi,+92 3484736568
Faha Enterprises,Upper Portion,PKR1.1 Crore,"North Nazimabad, Karachi, Sindh",135 Sq. Yd.,For Sale,Karachi,+92 3477939164
Faha Enterprises,Lower Portion,PKR1.6 Crore,"North Nazimabad, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3269606495
Faha Enterprises,Upper Portion,PKR70 Lakh,"Malir, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3033366658
Faha Enterprises,Lower Portion,PKR1.95 Crore,"North Nazimabad, Karachi, Sindh",190 Sq. Yd.,For Sale,Karachi,+92 3413907803
Faha Enterprises,Upper Portion,PKR2.24 Crore,"North Nazimabad, Karachi, Sindh",230 Sq. Yd.,For Sale,Karachi,+92 3066157011
Right Key Real Estate & Builders,Upper Portion,PKR1 Crore,"North Karachi, Karachi, Sindh",160 Sq. Yd.,For Sale,Karachi,+92 3301592218
Guru Marketing,Upper Portion,PKR80 Lakh,"Malir, Karachi, Sindh",117 Sq. Yd.,For Sale,Karachi,+92 3448266174
Pariza Associates,Upper Portion,PKR55 Lakh,"Nazimabad, Karachi, Sindh",72 Sq. Yd.,For Sale,Karachi,+92 3304903471
Abdul Samad Associates,Lower Portion,PKR75 Lakh,"Dastgir Colony, Karachi, Sindh",120 Sq. Yd.,For Sale,Karachi,+92 3230742061
Faha Enterprises,Upper Portion,PKR1.1 Crore,"North Nazimabad, Karachi, Sindh",135 Sq. Yd.,For Sale,Karachi,+92 3118857160
Faha Enterprises,Lower Portion,PKR1.6 Crore,"North Nazimabad, Karachi, Sindh",200 Sq. Yd.,For Sale,Karachi,+92 3270407047
Faha Enterprises,Upper Portion,PKR70 Lakh,"Malir, Karachi, Sindh",100 Sq. Yd.,For Sale,Karachi,+92 3433178059
Faha Enterprises,Lower Portion,PKR1.95 Crore,"North Nazimabad, Karachi, Sindh",190 Sq. Yd.,For Sale,Karachi,+92 3393785749
Faha Enterprises,Upper Portion,PKR2.24 Crore,"North Nazimabad, Karachi, Sindh",230 Sq. Yd.,For Sale,Karachi,+92 3374433718
